timestamp,username,partner,task,design,strategy,collabBelief,usedRobot, score,partnerScore
1682093802457,user0016,user0015,Training Task 1,Design K,collaborative,78, true, null, null
1682093816746,user0018,user0017,Training Task 1,,undefined,98, true, null, null
1682093846221,user0017,user0018,Training Task 1,Design K,collaborative,85, true, null, null
1682093866869,user0015,user0016,Training Task 1,Design M,collaborative,96, true, 111, 92
1682093951650,user0018,user0017,Training Task 2,Design K,collaborative,99, false, null, null
1682093954383,user0017,user0018,Training Task 2,Design M,collaborative,91, true, 86, 95
1682093978612,user0016,user0015,Training Task 2,Design M,collaborative,85, true, null, null
1682094020481,user0015,user0016,Training Task 2,Design K,collaborative,95, false, 95, 86
1682094049143,user0018,user0017,Training Task 3,Design K,collaborative,92, false, null, null
1682094071697,user0017,user0018,Training Task 3,Design K,collaborative,92, true, 57, 57
1682094077555,user0016,user0015,Training Task 3,Design Y,individual,93, true, null, null
1682094081102,user0015,user0016,Training Task 3,Design M,collaborative,84, true, 13, 83
1682094124295,user0018,user0017,Training Task 4,Design K,collaborative,95, false, null, null
1682094129465,user0017,user0018,Training Task 4,Design K,collaborative,92, true, 90, 90
1682094143513,user0015,user0016,Training Task 4,Design Y,individual,59, true, null, null
1682094145006,user0016,user0015,Training Task 4,Design Y,individual,87, true, 50, 50
1682094169470,user0015,user0016,Task Washington,Design M,collaborative,86, true, null, null
1682094172857,user0016,user0015,Task Pennsylvania,Design M,collaborative,88, true, 122, 122
1682094174062,user0018,user0017,Task New York,Design K,collaborative,83, false, null, null
1682094183848,user0017,user0018,Task Colorado,Design L,collaborative,91, true, 105, 82
1682094206765,user0016,user0015,Task New York,Design L,collaborative,78, false, null, null
1682094213114,user0015,user0016,Task Colorado,Design K,collaborative,92, true, 130, 106
1682094221395,user0018,user0017,Task Louisiana,Design K,collaborative,82, false, null, null
1682094229245,user0017,user0018,Task Alabama,Design L,collaborative,84, true, 105, 88
1682094249158,user0018,user0017,Task Florida,Design K,collaborative,76, false, null, null
1682094262704,user0016,user0015,Task Louisiana,Design L,collaborative,87, false, null, null
1682094266133,user0015,user0016,Task Alabama,Design K,collaborative,93, true, 130, 114
1682094270910,user0017,user0018,Task Florida,Design M,collaborative,85, true, 75, 85
1682094291831,user0016,user0015,Task Florida,Design Y,individual,87, false, null, null
1682094293163,user0018,user0017,Task Maryland,Design K,collaborative,83, true, null, null
1682094295720,user0015,user0016,Task Florida,Design K,collaborative,94, false, 0, 100
1682094300264,user0017,user0018,Task Alaska,Design K,collaborative,90, true, 105, 100
1682094327656,user0018,user0017,Task Wyoming,Design K,collaborative,87, false, null, null
