timestamp,username,partner,task,design,strategy,collabBelief,usedRobot, score,partnerScore
1683138023233,user0048,user0047,Training Task 1,Design L,collaborative,100, true, null, null
1683138031144,user0049,user0050,Training Task 1,Design M,collaborative,100, false, null, null
1683138054460,user0050,user0049,Training Task 1,Design M,collaborative,100, true, 111, 111
1683138083066,user0047,user0048,Training Task 1,,undefined,86, true, null, null
1683138152369,user0048,user0047,Training Task 2,Design K,collaborative,100, true, null, null
1683138154102,user0047,user0048,Training Task 2,Design K,collaborative,100, true, 95, 95
1683138168672,user0049,user0050,Training Task 2,Design M,collaborative,72, false, null, null
1683138191497,user0050,user0049,Training Task 2,Design L,collaborative,100, true, 68, 86
1683138254880,user0048,user0047,Training Task 3,Design Y,individual,63, true, null, null
1683138255687,user0047,user0048,Training Task 3,Design L,collaborative,100, true, 3, 83
1683138256039,user0049,user0050,Training Task 3,Design M,collaborative,26, false, null, null
1683138270896,user0050,user0049,Training Task 3,Design Y,individual,49, false, 83, 13
1683138322171,user0049,user0050,Training Task 4,Design M,collaborative,82, false, null, null
1683138346962,user0050,user0049,Training Task 4,Design M,collaborative,100, true, 128, 128
1683138348901,user0047,user0048,Training Task 4,Design L,collaborative,100, true, null, null
1683138373183,user0048,user0047,Training Task 4,Design Y,individual,61, false, 50, -190
1683138417443,user0048,user0047,Task Pennsylvania,Design Y,individual,75, true, null, null
1683138423840,user0047,user0048,Task Washington,Design M,collaborative,100, true, -60, 50
1683138452852,user0049,user0050,Task Colorado,Design K,collaborative,55, false, null, null
1683138478271,user0050,user0049,Task New York,Design Y,individual,92, true, 50, -48
1683138535441,user0047,user0048,Task Colorado,Design K,collaborative,100, true, null, null
1683138543182,user0049,user0050,Task Alabama,Design L,collaborative,81, false, null, null
1683138545020,user0050,user0049,Task Louisiana,Design L,collaborative,100, true, 114, 105
1683138550481,user0048,user0047,Task New York,Design Y,individual,87, false, 50, -48
1683138577633,user0048,user0047,Task Louisiana,Design M,collaborative,100, true, null, null
1683138584687,user0047,user0048,Task Alabama,Design K,collaborative,100, true, 130, 100
1683138593056,user0049,user0050,Task Florida,Design K,collaborative,81, false, null, null
1683138602478,user0050,user0049,Task Florida,Design Y,individual,100, true, 100, 0
1683138654220,user0049,user0050,Task Alaska,Design K,collaborative,74, false, null, null
1683138657519,user0050,user0049,Task Maryland,Design M,collaborative,100, true, 72, 105
1683138658967,user0048,user0047,Task Florida,Design Y,individual,25, false, null, null
1683138660875,user0047,user0048,Task Florida,Design Y,individual,12, true, 20, 20
1683138690204,user0048,user0047,Task Maryland,Design M,collaborative,85, true, null, null
1683138694205,user0047,user0048,Task Alaska,Design M,collaborative,100, true, 130, 72
1683138702633,user0050,user0049,Task Wyoming,Design Y,individual,26, false, null, null
1683138704454,user0049,user0050,Task Delaware,Design Y,individual,22, false, 50, 50
1683138735907,user0048,user0047,Task Wyoming,Design Y,individual,0, true, null, null
1683138740095,user0047,user0048,Task Delaware,Design Y,individual,0, true, 50, 50
1683138744547,user0049,user0050,Task North Carolina,Design L,collaborative,91, false, null, null
1683138758975,user0050,user0049,Task Oklahoma,Design L,collaborative,94, true, 82, 100
1683138791183,user0048,user0047,Task Oklahoma,Design Y,individual,93, true, null, null
1683138798104,user0047,user0048,Task North Carolina,Design M,collaborative,91, true, -100, 50
1683138810173,user0049,user0050,Task Hawaii,Design K,collaborative,76, false, null, null
1683138828045,user0050,user0049,Task California,Design Y,individual,95, true, 50, -7
1683138847513,user0047,user0048,Task Hawaii,Design L,collaborative,100, false, null, null
1683138853152,user0048,user0047,Task California,Design Y,individual,4, true, 50, -25
1683138879442,user0049,user0050,Task Tennessee,Design L,collaborative,74, false, null, null
1683138881203,user0050,user0049,Task Texas,Design L,collaborative,96, true, 72, 82
1683138905260,user0050,user0049,Task Ohio,Design Y,individual,19, false, null, null
1683138919522,user0049,user0050,Task Kentucky,Design Y,individual,14, true, 50, 50
1683138919664,user0048,user0047,Task Texas,Design Y,individual,100, true, null, null
1683138923423,user0047,user0048,Task Tennessee,Design K,collaborative,99, true, -118, 50
1683138940682,user0048,user0047,Task Ohio,Design Y,individual,1, false, null, null
1683138954582,user0047,user0048,Task Kentucky,Design Y,individual,100, true, 50, 50
1683138989673,user0049,user0050,Task  Montana,Design L,collaborative,96, false, null, null
1683138995421,user0050,user0049,Task  Montana,Design Y,individual,92, true, 75, 0
1683139030559,user0048,user0047,Task  Montana,Design L,collaborative,100, true, null, null
1683139033713,user0047,user0048,Task  Montana,Design L,collaborative,100, true, 60, 60
1683139043692,user0049,user0050,Task Oklahoma,Design K,collaborative,50, false, null, null
