timestamp,username,partner,task,design,strategy,collabBelief,usedRobot, score,partnerScore
1682535032726,user0034,user0033,Training Task 1,Design L,collaborative,77, true, null, null
1682535037699,user0032,user0031,Training Task 1,Design L,collaborative,72, false, null, null
1682535066753,user0031,user0032,Training Task 1,Design L,collaborative,95, true, 77, 77
1682535087788,user0033,user0034,Training Task 1,Design K,collaborative,94, true, 92, 77
1682535141775,user0034,user0033,Training Task 2,Design M,collaborative,92, true, null, null
1682535148790,user0033,user0034,Training Task 2,Design M,collaborative,99, true, 86, 86
1682535151937,user0031,user0032,Training Task 2,Design L,collaborative,94, false, null, null
1682535154066,user0032,user0031,Training Task 2,Design Y,individual,77, false, 50, 18
1682535212415,user0032,user0031,Training Task 3,Design L,collaborative,70, false, null, null
1682535216001,user0034,user0033,Training Task 3,Design Y,individual,100, true, null, null
1682535217880,user0033,user0034,Training Task 3,Design Y,individual,99, true, 19, 19
1682535221778,user0031,user0032,Training Task 3,Design L,collaborative,97, false, 68, 68
1682535267064,user0032,user0031,Training Task 4,Design Y,individual,23, false, null, null
1682535268512,user0033,user0034,Training Task 4,Design M,collaborative,94, true, null, null
1682535270929,user0034,user0033,Training Task 4,Design M,collaborative,93, true, 128, 128
1682535274867,user0031,user0032,Training Task 4,Design Y,individual,98, false, 50, 50
1682535354808,user0032,user0031,Task Pennsylvania,Design M,collaborative,69, false, null, null
1682535357837,user0031,user0032,Task Washington,Design K,collaborative,96, false, 96, 122
1682535363464,user0034,user0033,Task New York,Design L,collaborative,93, true, null, null
1682535384466,user0033,user0034,Task Colorado,Design M,collaborative,100, true, 115, 106
1682535409226,user0034,user0033,Task Louisiana,Design M,collaborative,93, true, null, null
1682535423090,user0033,user0034,Task Alabama,Design L,collaborative,98, true, 105, 100
1682535428628,user0031,user0032,Task Colorado,Design L,collaborative,100, false, null, null
1682535428669,user0032,user0031,Task New York,Design L,collaborative,73, false, 106, 105
1682535448683,user0034,user0033,Task Florida,Design Y,individual,96, false, null, null
1682535458868,user0032,user0031,Task Louisiana,Design Y,individual,27, false, null, null
1682535462871,user0031,user0032,Task Alabama,Design Y,individual,99, false, 50, 50
1682535463396,user0033,user0034,Task Florida,Design Y,individual,2, true, 20, 20
1682535495649,user0034,user0033,Task Maryland,Design L,collaborative,97, true, null, null
1682535499288,user0031,user0032,Task Florida,Design K,collaborative,99, false, null, null
1682535500635,user0033,user0034,Task Alaska,Design M,collaborative,100, true, 130, 88
1682535500786,user0032,user0031,Task Florida,Design Y,individual,34, false, 100, 0
1682535526362,user0032,user0031,Task Maryland,Design Y,individual,72, false, null, null
1682535530722,user0031,user0032,Task Alaska,Design Y,individual,98, false, 50, 50
1682535534192,user0034,user0033,Task Wyoming,Design K,collaborative,95, false, null, null
1682535537663,user0033,user0034,Task Delaware,Design K,collaborative,98, false, 95, 130
1682535557963,user0034,user0033,Task Oklahoma,Design M,collaborative,97, false, null, null
1682535569346,user0031,user0032,Task Delaware,Design M,collaborative,96, false, null, null
1682535570819,user0033,user0034,Task North Carolina,Design M,collaborative,100, true, 114, 106
1682535577952,user0032,user0031,Task Wyoming,Design Y,individual,50, false, 50, -19
1682535608389,user0032,user0031,Task Oklahoma,Design L,collaborative,68, false, null, null
1682535611976,user0031,user0032,Task North Carolina,Design L,collaborative,98, false, 100, 82
1682535613095,user0033,user0034,Task Hawaii,Design L,collaborative,97, true, null, null
1682535615587,user0034,user0033,Task California,Design M,collaborative,94, true, 96, 100
1682535630799,user0032,user0031,Task California,Design Y,individual,31, false, null, null
1682535637584,user0034,user0033,Task Texas,Design L,collaborative,96, false, null, null
1682535640707,user0033,user0034,Task Tennessee,Design K,collaborative,99, true, 106, 72
1682535646192,user0031,user0032,Task Hawaii,Design M,collaborative,99, false, 17, 50
1682535673521,user0032,user0031,Task Texas,Design L,collaborative,67, false, null, null
1682535675958,user0034,user0033,Task Ohio,Design M,collaborative,98, true, null, null
1682535677501,user0031,user0032,Task Tennessee,Design L,collaborative,99, false, 82, 72
1682535681137,user0033,user0034,Task Kentucky,Design M,collaborative,99, true, 114, 122
1682535697398,user0031,user0032,Task Kentucky,Design Y,individual,99, false, null, null
