timestamp,username,partner,task,design,strategy,collabBelief,usedRobot, score,partnerScore
1682631800696,user0041,user0042,Training Task 1,Design L,collaborative,73, false, null, null
1682631801706,user0039,user0040,Training Task 1,Design M,collaborative,100, true, null, null
1682631805176,user0040,user0039,Training Task 1,Design M,collaborative,84, false, 111, 111
1682631823233,user0042,user0041,Training Task 1,Design L,collaborative,100, false, 77, 77
1682631854864,user0040,user0039,Training Task 2,Design K,collaborative,97, true, null, null
1682631855249,user0039,user0040,Training Task 2,Design K,collaborative,100, true, 95, 95
1682631858539,user0041,user0042,Training Task 2,Design L,collaborative,66, false, null, null
1682631861097,user0042,user0041,Training Task 2,Design L,collaborative,100, false, 68, 68
1682631890857,user0042,user0041,Training Task 3,Design K,collaborative,100, false, null, null
1682631894294,user0041,user0042,Training Task 3,Design K,collaborative,63, false, 57, 57
1682631906894,user0040,user0039,Training Task 3,Design L,collaborative,100, false, null, null
1682631907056,user0039,user0040,Training Task 3,Design L,collaborative,100, false, 68, 68
1682631928297,user0039,user0040,Training Task 4,Design M,collaborative,100, false, null, null
1682631931717,user0040,user0039,Training Task 4,Design M,collaborative,100, true, 128, 128
1682631950041,user0041,user0042,Training Task 4,Design Y,individual,78, false, null, null
1682631953572,user0042,user0041,Training Task 4,Design Y,individual,96, false, 50, 50
1682631969285,user0039,user0040,Task Washington,Design M,collaborative,100, false, null, null
1682631972069,user0040,user0039,Task Pennsylvania,Design M,collaborative,100, false, 122, 122
1682631988532,user0042,user0041,Task New York,Design L,collaborative,97, true, null, null
1682632017185,user0041,user0042,Task Colorado,Design Y,individual,79, false, 50, -85
1682632031982,user0041,user0042,Task Alabama,Design Y,individual,0, false, null, null
1682632045519,user0042,user0041,Task Louisiana,Design Y,individual,87, true, 50, 50
1682632046830,user0040,user0039,Task New York,Design L,collaborative,100, false, null, null
1682632049039,user0039,user0040,Task Colorado,Design L,collaborative,100, false, 105, 106
1682632069441,user0039,user0040,Task Alabama,Design L,collaborative,100, false, null, null
1682632071985,user0041,user0042,Task Florida,Design L,collaborative,77, false, null, null
1682632079889,user0040,user0039,Task Louisiana,Design L,collaborative,100, false, 114, 105
1682632092182,user0042,user0041,Task Florida,Design Y,individual,82, true, 100, 10
1682632107054,user0040,user0039,Task Florida,Design K,collaborative,100, false, null, null
1682632108893,user0039,user0040,Task Florida,Design K,collaborative,100, false, 85, 85
1682632117095,user0041,user0042,Task Alaska,Design Y,individual,2, false, null, null
1682632144817,user0042,user0041,Task Maryland,Design L,collaborative,93, true, 4, 50
1682632167451,user0041,user0042,Task Delaware,Design M,collaborative,92, true, null, null
1682632169081,user0039,user0040,Task Alaska,Design K,collaborative,100, false, null, null
1682632169872,user0040,user0039,Task Maryland,Design K,collaborative,100, false, 100, 105
1682632174236,user0042,user0041,Task Wyoming,Design K,collaborative,70, true, 130, 106
1682632189903,user0040,user0039,Task Wyoming,Design M,collaborative,100, false, null, null
1682632190312,user0039,user0040,Task Delaware,Design M,collaborative,100, false, 106, 115
1682632200633,user0041,user0042,Task North Carolina,Design M,collaborative,85, true, null, null
1682632205324,user0042,user0041,Task Oklahoma,Design L,collaborative,82, true, 82, 114
1682632221521,user0041,user0042,Task Hawaii,Design L,collaborative,74, false, null, null
1682632223265,user0039,user0040,Task North Carolina,Design M,collaborative,100, false, null, null
1682632223877,user0040,user0039,Task Oklahoma,Design M,collaborative,100, false, 106, 114
1682632241069,user0042,user0041,Task California,Design M,collaborative,74, true, 96, 100
1682632256856,user0040,user0039,Task California,Design L,collaborative,100, false, null, null
1682632256977,user0039,user0040,Task Hawaii,Design L,collaborative,100, false, 100, 107
1682632258663,user0041,user0042,Task Tennessee,Design Y,individual,16, true, null, null
1682632259567,user0042,user0041,Task Texas,Design Y,individual,79, true, 50, 50
1682632273990,user0040,user0039,Task Texas,Design K,collaborative,100, false, null, null
1682632274136,user0039,user0040,Task Tennessee,Design K,collaborative,100, false, 106, 100
1682632285445,user0041,user0042,Task Kentucky,Design Y,individual,36, true, null, null
1682632291845,user0042,user0041,Task Ohio,Design Y,individual,82, true, 50, 50
1682632304980,user0039,user0040,Task Kentucky,Design M,collaborative,100, false, null, null
1682632305350,user0040,user0039,Task Ohio,Design M,collaborative,100, false, 122, 114
1682632310462,user0041,user0042,Task  Montana,Design L,collaborative,96, true, null, null
1682632313450,user0042,user0041,Task  Montana,Design L,collaborative,97, true, 60, 60
1682632341708,user0041,user0042,Task Oklahoma,Design M,collaborative,70, true, null, null
1682632342775,user0039,user0040,Task  Montana,Design L,collaborative,100, false, null, null
1682632347148,user0042,user0041,Task North Carolina,Design L,collaborative,97, true, 100, 106
1682632355063,user0040,user0039,Task  Montana,Design L,collaborative,100, false, 60, 60
1682632370480,user0040,user0039,Task North Carolina,Design M,collaborative,100, false, null, null
1682632371312,user0039,user0040,Task Oklahoma,Design M,collaborative,100, false, 106, 114
1682632377075,user0041,user0042,Task Maryland,Design K,collaborative,100, true, null, null
1682632391795,user0042,user0041,Task Alaska,Design K,collaborative,85, true, 105, 100
1682632402530,user0041,user0042,Task Texas,Design Y,individual,20, false, null, null
1682632407399,user0039,user0040,Task Maryland,Design K,collaborative,100, false, null, null
1682632407500,user0040,user0039,Task Alaska,Design K,collaborative,100, false, 105, 100
1682632408582,user0042,user0041,Task Tennessee,Design Y,individual,100, true, 50, 50
1682632421649,user0040,user0039,Task Tennessee,Design K,collaborative,100, false, null, null
1682632422285,user0039,user0040,Task Texas,Design K,collaborative,100, false, 100, 106
1682632422733,user0041,user0042,Task New Jersey,Design L,collaborative,93, true, null, null
1682632427502,user0042,user0041,Task Oregon,Design M,collaborative,97, true, 100, 122
1682632442407,user0040,user0039,Task Oregon,Design L,collaborative,100, false, null, null
1682632442938,user0039,user0040,Task New Jersey,Design L,collaborative,100, false, 122, 88
1682632443245,user0041,user0042,Task Arizona,Design Y,individual,61, true, null, null
1682632446272,user0042,user0041,Task Maine,Design Y,individual,98, true, 50, 50
1682632458857,user0040,user0039,Task Maine,Design K,collaborative,100, false, null, null
1682632459415,user0039,user0040,Task Arizona,Design K,collaborative,100, false, 114, 106
1682632463645,user0041,user0042,Task Utah,Design L,collaborative,100, true, null, null
1682632466903,user0042,user0041,Task Utah,Design L,collaborative,95, true, 80, 80
1682632481882,user0039,user0040,Task Utah,Design L,collaborative,100, false, null, null
1682632483052,user0040,user0039,Task Utah,Design L,collaborative,100, false, 80, 80
1682632487252,user0041,user0042,Task New York,Design Y,individual,34, true, null, null
1682632489509,user0042,user0041,Task Colorado,Design Y,individual,99, true, 50, 50
1682632506303,user0041,user0042,Task Wyoming,Design Y,individual,94, false, null, null
1682632509822,user0042,user0041,Task Delaware,Design M,collaborative,97, true, -19, 50
1682632509891,user0040,user0039,Task Colorado,Design L,collaborative,100, false, null, null
1682632510252,user0039,user0040,Task New York,Design L,collaborative,100, false, 106, 105
1682632526108,user0041,user0042,Task Wisconsin,Design M,collaborative,83, true, null, null
1682632527920,user0039,user0040,Task Wyoming,Design M,collaborative,100, false, null, null
1682632528066,user0040,user0039,Task Delaware,Design M,collaborative,100, false, 106, 115
1682632528826,user0042,user0041,Task Nebraska,Design M,collaborative,100, true, 88, 100
1682632541713,user0040,user0039,Task Nebraska,Design K,collaborative,100, false, null, null
1682632542166,user0039,user0040,Task Wisconsin,Design K,collaborative,100, false, 114, 100
1682632546073,user0041,user0042,Task Illinois,Design M,collaborative,94, true, null, null
1682632554193,user0042,user0041,Task Virginia,Design Y,individual,94, true, 50, -68
1682632569497,user0041,user0042,Task Virginia,Design M,collaborative,61, true, null, null
1682632572386,user0042,user0041,Task Illinois,Design Y,individual,99, true, 50, -33
1682632575330,user0040,user0039,Task Virginia,Design M,collaborative,100, false, null, null
1682632576228,user0039,user0040,Task Illinois,Design M,collaborative,100, false, 100, 105
1682632589287,user0041,user0042,Task  Mississippi,Design Y,individual,100, false, null, null
1682632596663,user0040,user0039,Task Illinois,Design M,collaborative,100, false, null, null
1682632597994,user0039,user0040,Task Virginia,Design M,collaborative,100, false, 105, 100
1682632601428,user0042,user0041,Task  Mississippi,Design K,collaborative,88, true, 0, 70
1682632615299,user0041,user0042,Task Michigan,Design Y,individual,18, true, null, null
1682632615664,user0040,user0039,Task  Mississippi,Design K,collaborative,100, false, null, null
1682632616303,user0039,user0040,Task  Mississippi,Design K,collaborative,100, false, 55, 55
1682632624164,user0042,user0041,Task Kansas,Design Y,individual,98, true, 50, 50
1682632637449,user0039,user0040,Task Michigan,Design L,collaborative,100, false, null, null
1682632639882,user0040,user0039,Task Kansas,Design L,collaborative,100, false, 122, 106
1682632642462,user0041,user0042,Task Minnesota,Design L,collaborative,100, true, null, null
1682632646077,user0042,user0041,Task Nevada,Design K,collaborative,100, true, 130, 100
1682632662782,user0041,user0042,Task Nevada,Design Y,individual,95, false, null, null
1682632664222,user0040,user0039,Task Nevada,Design L,collaborative,100, false, null, null
