timestamp,username,partner,task,design,strategy,collabBelief,usedRobot, score,partnerScore
1682635517265,user0044,user0043,Training Task 1,Design M,collaborative,100, false, null, null
1682635545230,user0045,user0046,Training Task 1,Design L,collaborative,68, false, null, null
1682635552445,user0046,user0045,Training Task 1,Design L,collaborative,100, false, 77, 77
1682635554356,user0043,user0044,Training Task 1,Design M,collaborative,92, false, 111, 111
1682635588852,user0044,user0043,Training Task 2,Design K,collaborative,100, false, null, null
1682635591785,user0043,user0044,Training Task 2,Design K,collaborative,90, false, 95, 95
1682635615909,user0045,user0046,Training Task 2,Design K,collaborative,64, false, null, null
1682635622526,user0046,user0045,Training Task 2,Design K,collaborative,79, false, 95, 95
1682635656957,user0043,user0044,Training Task 3,Design Y,individual,90, false, null, null
1682635656970,user0044,user0043,Training Task 3,Design Y,individual,100, false, 19, 19
1682635681901,user0045,user0046,Training Task 3,Design Y,individual,63, false, null, null
1682635685423,user0046,user0045,Training Task 3,Design Y,individual,100, false, 19, 19
1682635702074,user0044,user0043,Training Task 4,Design M,collaborative,100, false, null, null
1682635702779,user0043,user0044,Training Task 4,Design M,collaborative,86, false, 128, 128
1682635748203,user0045,user0046,Training Task 4,Design Y,individual,57, false, null, null
1682635756484,user0046,user0045,Training Task 4,Design K,collaborative,73, false, -120, 50
1682635776570,user0044,user0043,Task Pennsylvania,Design M,collaborative,100, false, null, null
1682635782349,user0043,user0044,Task Washington,Design M,collaborative,100, false, 122, 122
1682635800170,user0045,user0046,Task Colorado,Design L,collaborative,55, false, null, null
1682635802738,user0046,user0045,Task New York,Design L,collaborative,60, false, 106, 105
1682635851644,user0045,user0046,Task Alabama,Design L,collaborative,63, false, null, null
1682635853244,user0046,user0045,Task Louisiana,Design L,collaborative,46, false, 114, 105
1682635856777,user0044,user0043,Task New York,Design L,collaborative,100, false, null, null
1682635857932,user0043,user0044,Task Colorado,Design L,collaborative,88, false, 105, 106
1682635898944,user0045,user0046,Task Florida,Design Y,individual,67, false, null, null
1682635903675,user0046,user0045,Task Florida,Design Y,individual,61, false, 20, 20
1682635906392,user0043,user0044,Task Alabama,Design K,collaborative,95, false, null, null
1682635906777,user0044,user0043,Task Louisiana,Design L,collaborative,100, false, 114, 130
1682635965772,user0043,user0044,Task Florida,Design K,collaborative,90, false, null, null
1682635971524,user0044,user0043,Task Florida,Design K,collaborative,100, false, 85, 85
1682635991695,user0046,user0045,Task Maryland,Design M,collaborative,28, false, null, null
1682635992939,user0045,user0046,Task Alaska,Design M,collaborative,60, false, 130, 72
1682636024975,user0045,user0046,Task Delaware,Design M,collaborative,57, false, null, null
1682636028470,user0046,user0045,Task Wyoming,Design M,collaborative,41, false, 115, 106
1682636034108,user0044,user0043,Task Maryland,Design K,collaborative,100, false, null, null
1682636036020,user0043,user0044,Task Alaska,Design K,collaborative,100, false, 105, 100
1682636059970,user0046,user0045,Task Oklahoma,Design M,collaborative,63, false, null, null
1682636064526,user0045,user0046,Task North Carolina,Design M,collaborative,61, false, 114, 106
1682636153685,user0043,user0044,Task Delaware,Design Y,individual,100, false, null, null
1682636154976,user0044,user0043,Task Wyoming,Design Y,individual,100, false, 50, 50
1682636178228,user0045,user0046,Task Hawaii,Design L,collaborative,65, false, null, null
1682636184671,user0046,user0045,Task California,Design Y,individual,39, false, 50, -25
1682636206808,user0043,user0044,Task North Carolina,Design L,collaborative,98, false, null, null
1682636210056,user0044,user0043,Task Oklahoma,Design M,collaborative,100, false, 106, 100
1682636241381,user0046,user0045,Task Texas,Design K,collaborative,39, false, null, null
1682636241928,user0045,user0046,Task Tennessee,Design K,collaborative,57, false, 106, 100
1682636258614,user0044,user0043,Task California,Design Y,individual,100, false, null, null
1682636258963,user0043,user0044,Task Hawaii,Design Y,individual,100, false, 50, 50
1682636289555,user0044,user0043,Task Texas,Design L,collaborative,100, false, null, null
1682636291501,user0043,user0044,Task Tennessee,Design K,collaborative,99, false, 106, 72
1682636332299,user0046,user0045,Task Ohio,Design Y,individual,30, false, null, null
1682636332846,user0045,user0046,Task Kentucky,Design K,collaborative,55, false, -102, 50
1682636371735,user0045,user0046,Task  Montana,Design Y,individual,59, false, null, null
1682636377979,user0046,user0045,Task  Montana,Design Y,individual,84, false, 15, 15
1682636380721,user0044,user0043,Task Ohio,Design Y,individual,100, false, null, null
1682636381082,user0043,user0044,Task Kentucky,Design Y,individual,99, false, 50, 50
1682636399671,user0044,user0043,Task  Montana,Design Y,individual,100, false, null, null
1682636400433,user0043,user0044,Task  Montana,Design Y,individual,100, false, 15, 15
1682636410178,user0046,user0045,Task North Carolina,Design L,collaborative,91, false, null, null
1682636412707,user0045,user0046,Task Oklahoma,Design L,collaborative,78, false, 82, 100
1682636443236,user0046,user0045,Task Alaska,Design Y,individual,37, false, null, null
1682636445489,user0045,user0046,Task Maryland,Design Y,individual,63, false, 50, 50
1682636451509,user0044,user0043,Task North Carolina,Design L,collaborative,100, false, null, null
1682636455465,user0043,user0044,Task Oklahoma,Design M,collaborative,100, false, 106, 100
1682636491075,user0046,user0045,Task Tennessee,Design L,collaborative,60, false, null, null
1682636491772,user0045,user0046,Task Texas,Design L,collaborative,50, false, 72, 82
1682636503241,user0044,user0043,Task Alaska,Design K,collaborative,100, false, null, null
1682636504335,user0043,user0044,Task Maryland,Design K,collaborative,100, false, 100, 105
1682636527151,user0046,user0045,Task Oregon,Design Y,individual,100, false, null, null
1682636527718,user0045,user0046,Task New Jersey,Design Y,individual,67, false, 50, 50
1682636537963,user0044,user0043,Task Tennessee,Design M,collaborative,100, false, null, null
1682636539487,user0043,user0044,Task Texas,Design K,collaborative,100, false, 100, 95
1682636578787,user0045,user0046,Task Arizona,Design M,collaborative,50, false, null, null
1682636581133,user0046,user0045,Task Maine,Design K,collaborative,50, false, 106, 88
1682636581135,user0044,user0043,Task Oregon,Design K,collaborative,100, false, null, null
