timestamp,username,partner,task,design,strategy,collabBelief,usedRobot, score,partnerScore
1683141186393,user0053,user0054,Training Task 1,Design K,collaborative,76, false, null, null
1683141190411,user0051,user0052,Training Task 1,Design K,collaborative,75, false, null, null
1683141190642,user0052,user0051,Training Task 1,Design K,collaborative,63, false, 92, 92
1683141193959,user0054,user0053,Training Task 1,Design K,collaborative,76, false, 92, 92
1683141212998,user0051,user0052,Training Task 2,Design L,collaborative,85, false, null, null
1683141219078,user0052,user0051,Training Task 2,Design L,collaborative,96, false, 68, 68
1683141220394,user0053,user0054,Training Task 2,Design K,collaborative,79, false, null, null
1683141230147,user0054,user0053,Training Task 2,Design M,collaborative,82, false, 86, 95
1683141249988,user0051,user0052,Training Task 3,Design Y,individual,18, false, null, null
1683141255422,user0052,user0051,Training Task 3,Design Y,individual,100, false, 19, 19
1683141275263,user0053,user0054,Training Task 3,Design L,collaborative,82, false, null, null
1683141275699,user0054,user0053,Training Task 3,Design L,collaborative,89, false, 68, 68
1683141301107,user0051,user0052,Training Task 4,Design Y,individual,22, false, null, null
1683141301437,user0054,user0053,Training Task 4,Design Y,individual,12, false, null, null
1683141302847,user0052,user0051,Training Task 4,Design Y,individual,98, false, 50, 50
1683141304812,user0053,user0054,Training Task 4,Design Y,individual,26, false, 50, 50
1683141342001,user0053,user0054,Task Colorado,Design M,collaborative,81, false, null, null
1683141348959,user0051,user0052,Task Washington,Design M,collaborative,75, false, null, null
1683141354479,user0054,user0053,Task New York,Design L,collaborative,82, false, 106, 115
1683141354606,user0052,user0051,Task Pennsylvania,Design L,collaborative,67, false, 107, 122
1683141378472,user0051,user0052,Task Colorado,Design Y,individual,20, false, null, null
1683141380474,user0053,user0054,Task Alabama,Design K,collaborative,74, false, null, null
1683141384593,user0054,user0053,Task Louisiana,Design L,collaborative,89, false, 114, 130
1683141389564,user0052,user0051,Task New York,Design K,collaborative,72, false, -25, 50
1683141409363,user0054,user0053,Task Florida,Design Y,individual,18, false, null, null
1683141412396,user0051,user0052,Task Alabama,Design K,collaborative,79, false, null, null
1683141413593,user0052,user0051,Task Louisiana,Design K,collaborative,64, false, 88, 130
1683141417648,user0053,user0054,Task Florida,Design Y,individual,80, false, 20, 20
1683141441119,user0052,user0051,Task Florida,Design Y,individual,37, false, null, null
1683141444728,user0054,user0053,Task Maryland,Design K,collaborative,83, false, null, null
1683141445032,user0051,user0052,Task Florida,Design Y,individual,21, false, 20, 20
1683141447736,user0053,user0054,Task Alaska,Design K,collaborative,88, false, 105, 100
1683141464059,user0053,user0054,Task Delaware,Design Y,individual,82, false, null, null
1683141465455,user0051,user0052,Task Alaska,Design M,collaborative,81, false, null, null
1683141465479,user0052,user0051,Task Maryland,Design M,collaborative,63, false, 72, 130
1683141469099,user0054,user0053,Task Wyoming,Design Y,individual,13, false, 50, 50
1683141485629,user0054,user0053,Task Oklahoma,Design M,collaborative,77, false, null, null
1683141490071,user0052,user0051,Task Wyoming,Design Y,individual,40, false, null, null
1683141490804,user0053,user0054,Task North Carolina,Design L,collaborative,72, false, 100, 106
1683141493743,user0051,user0052,Task Delaware,Design Y,individual,27, false, 50, 50
1683141509010,user0051,user0052,Task North Carolina,Design L,collaborative,81, false, null, null
1683141511102,user0053,user0054,Task Hawaii,Design L,collaborative,86, false, null, null
1683141513059,user0054,user0053,Task California,Design K,collaborative,89, false, 122, 100
1683141519095,user0052,user0051,Task Oklahoma,Design L,collaborative,80, false, 82, 100
1683141531519,user0054,user0053,Task Texas,Design K,collaborative,84, false, null, null
1683141532297,user0053,user0054,Task Tennessee,Design L,collaborative,88, false, 82, 100
1683141536168,user0052,user0051,Task California,Design Y,individual,89, false, null, null
1683141538518,user0051,user0052,Task Hawaii,Design Y,individual,25, false, 50, 50
1683141553291,user0054,user0053,Task Ohio,Design Y,individual,12, false, null, null
1683141554198,user0053,user0054,Task Kentucky,Design Y,individual,15, false, 50, 50
1683141560168,user0051,user0052,Task Tennessee,Design Y,individual,25, false, null, null
1683141562176,user0052,user0051,Task Texas,Design Y,individual,31, false, 50, 50
1683141575154,user0052,user0051,Task Ohio,Design Y,individual,41, false, null, null
1683141575804,user0054,user0053,Task  Montana,Design Y,individual,86, false, null, null
1683141576388,user0051,user0052,Task Kentucky,Design Y,individual,16, false, 50, 50
1683141578263,user0053,user0054,Task  Montana,Design Y,individual,80, false, 15, 15
1683141589841,user0054,user0053,Task North Carolina,Design M,collaborative,88, false, null, null
1683141591256,user0053,user0054,Task Oklahoma,Design K,collaborative,85, false, 95, 114
1683141605158,user0052,user0051,Task  Montana,Design L,collaborative,68, false, null, null
1683141605880,user0051,user0052,Task  Montana,Design Y,individual,24, false, 75, 0
1683141618949,user0053,user0054,Task Maryland,Design K,collaborative,91, false, null, null
1683141623892,user0051,user0052,Task Oklahoma,Design M,collaborative,76, false, null, null
1683141624860,user0054,user0053,Task Alaska,Design Y,individual,15, false, 50, -9
1683141625953,user0052,user0051,Task North Carolina,Design L,collaborative,73, false, 100, 106
1683141641669,user0051,user0052,Task Maryland,Design Y,individual,23, false, null, null
1683141643042,user0053,user0054,Task Texas,Design L,collaborative,74, false, null, null
1683141644902,user0054,user0053,Task Tennessee,Design M,collaborative,81, false, 95, 72
1683141648584,user0052,user0051,Task Alaska,Design L,collaborative,42, false, -145, 50
1683141660246,user0051,user0052,Task Texas,Design Y,individual,15, false, null, null
1683141662593,user0052,user0051,Task Tennessee,Design Y,individual,81, false, 50, 50
1683141663339,user0053,user0054,Task New Jersey,Design Y,individual,20, false, null, null
1683141664658,user0054,user0053,Task Oregon,Design Y,individual,9, false, 50, 50
1683141685219,user0051,user0052,Task New Jersey,Design L,collaborative,87, false, null, null
1683141685959,user0054,user0053,Task Maine,Design Y,individual,14, false, null, null
1683141688494,user0053,user0054,Task Arizona,Design L,collaborative,74, false, -100, 50
1683141689652,user0052,user0051,Task Oregon,Design L,collaborative,69, false, 88, 122
1683141702053,user0051,user0052,Task Arizona,Design Y,individual,19, false, null, null
1683141702482,user0052,user0051,Task Maine,Design Y,individual,78, false, 50, 50
1683141703080,user0053,user0054,Task Utah,Design Y,individual,82, false, null, null
1683141704375,user0054,user0053,Task Utah,Design Y,individual,6, false, 17, 17
1683141718691,user0053,user0054,Task New York,Design K,collaborative,84, false, null, null
1683141720455,user0054,user0053,Task Colorado,Design L,collaborative,83, false, 105, 82
1683141721533,user0052,user0051,Task Utah,Design Y,individual,65, false, null, null
1683141733107,user0051,user0052,Task Utah,Design M,collaborative,68, false, 20, 90
1683141751591,user0054,user0053,Task Delaware,Design Y,individual,13, false, null, null
1683141752992,user0051,user0052,Task New York,Design L,collaborative,77, false, null, null
1683141753248,user0053,user0054,Task Wyoming,Design Y,individual,15, false, 50, 50
1683141755200,user0052,user0051,Task Colorado,Design K,collaborative,71, false, 130, 106
