timestamp,username,partner,task,design,strategy,collabBelief,usedRobot, score,partnerScore
1682448494851,user0029,user0030,Training Task 1,Design M,collaborative,77, false, null, null
1682448528056,user0028,user0027,Training Task 1,Design K,collaborative,74, false, null, null
1682448531143,user0030,user0029,Training Task 1,Design M,collaborative,71, false, 111, 111
1682448575485,user0027,user0028,Training Task 1,Design L,collaborative,87, false, 77, 92
1682448593911,user0029,user0030,Training Task 2,Design Y,individual,75, false, null, null
1682448623830,user0028,user0027,Training Task 2,Design K,collaborative,70, false, null, null
1682448629255,user0030,user0029,Training Task 2,Design K,collaborative,80, false, -30, 50
1682448641447,user0027,user0028,Training Task 2,Design Y,individual,20, false, 50, -30
1682448663902,user0029,user0030,Training Task 3,Design Y,individual,27, false, null, null
1682448665590,user0028,user0027,Training Task 3,Design M,collaborative,74, false, null, null
1682448688347,user0027,user0028,Training Task 3,Design L,collaborative,67, false, 68, 48
1682448689742,user0030,user0029,Training Task 3,Design Y,individual,33, false, 19, 19
1682448713886,user0029,user0030,Training Task 4,Design Y,individual,70, false, null, null
1682448713917,user0028,user0027,Training Task 4,Design Y,individual,65, false, null, null
1682448721820,user0027,user0028,Training Task 4,,undefined,0, false, null, null
1682448724646,user0030,user0029,Training Task 4,Design Y,individual,41, false, 50, 50
1682448798341,user0029,user0030,Task Colorado,Design M,collaborative,100, false, null, null
1682448821496,user0030,user0029,Task New York,Design L,collaborative,82, false, 106, 115
1682448824953,user0028,user0027,Task Pennsylvania,Design K,collaborative,74, false, null, null
1682448833580,user0027,user0028,Task Washington,Design K,collaborative,66, false, 96, 96
1682448849155,user0029,user0030,Task Alabama,Design Y,individual,81, false, null, null
1682448857374,user0028,user0027,Task New York,Design L,collaborative,79, false, null, null
1682448866017,user0030,user0029,Task Louisiana,Design L,collaborative,70, false, -28, 50
1682448889530,user0027,user0028,Task Colorado,Design K,collaborative,99, false, 130, 106
1682448921727,user0027,user0028,Task Alabama,Design Y,individual,0, false, null, null
1682448922975,user0028,user0027,Task Louisiana,Design L,collaborative,93, false, -28, 50
1682448923333,user0029,user0030,Task Florida,Design K,collaborative,80, false, null, null
1682448936566,user0030,user0029,Task Florida,Design M,collaborative,69, false, 75, 85
1682448956873,user0030,user0029,Task Maryland,Design K,collaborative,74, false, null, null
1682448960582,user0029,user0030,Task Alaska,Design M,collaborative,88, false, 130, 100
1682448972935,user0028,user0027,Task Florida,Design M,collaborative,94, false, null, null
1682448988221,user0027,user0028,Task Florida,Design K,collaborative,100, false, 85, 75
1682449008197,user0030,user0029,Task Wyoming,Design Y,individual,80, false, null, null
1682449011609,user0029,user0030,Task Delaware,Design M,collaborative,86, false, -19, 50
1682449031819,user0028,user0027,Task Maryland,Design M,collaborative,69, false, null, null
1682449040630,user0027,user0028,Task Alaska,Design Y,individual,1, false, 50, 23
1682449059145,user0030,user0029,Task Oklahoma,Design K,collaborative,79, false, null, null
1682449060514,user0029,user0030,Task North Carolina,Design M,collaborative,100, false, 114, 95
1682449079809,user0027,user0028,Task Delaware,Design L,collaborative,100, false, null, null
1682449084432,user0028,user0027,Task Wyoming,Design Y,individual,89, false, 50, 11
1682449096234,user0029,user0030,Task Hawaii,Design L,collaborative,100, false, null, null
1682449100565,user0030,user0029,Task California,Design K,collaborative,83, false, 122, 100
1682449117877,user0028,user0027,Task Oklahoma,Design Y,individual,68, false, null, null
1682449136078,user0027,user0028,Task North Carolina,Design K,collaborative,36, false, -40, 50
1682449147617,user0029,user0030,Task Tennessee,Design K,collaborative,100, false, null, null
1682449150127,user0030,user0029,Task Texas,Design K,collaborative,79, false, 100, 106
1682449161754,user0028,user0027,Task California,Design Y,individual,38, false, null, null
1682449173196,user0027,user0028,Task Hawaii,Design K,collaborative,68, false, -7, 50
1682449184938,user0029,user0030,Task Kentucky,Design M,collaborative,100, false, null, null
1682449187624,user0030,user0029,Task Ohio,Design M,collaborative,71, false, 122, 114
1682449199162,user0028,user0027,Task Texas,Design L,collaborative,73, false, null, null
1682449205930,user0027,user0028,Task Tennessee,Design Y,individual,0, false, 50, -2
1682449225212,user0028,user0027,Task Ohio,Design Y,individual,31, false, null, null
1682449225395,user0029,user0030,Task  Montana,Design L,collaborative,99, false, null, null
1682449229457,user0030,user0029,Task  Montana,Design L,collaborative,77, false, 60, 60
1682449247766,user0027,user0028,Task Kentucky,Design Y,individual,16, false, 50, 50
1682449260503,user0029,user0030,Task Oklahoma,Design M,collaborative,100, false, null, null
1682449270002,user0028,user0027,Task  Montana,Design Y,individual,75, false, null, null
1682449271052,user0030,user0029,Task North Carolina,Design M,collaborative,69, false, 114, 106
1682449279456,user0027,user0028,Task  Montana,Design L,collaborative,100, false, 0, 75
1682449295522,user0029,user0030,Task Maryland,Design K,collaborative,100, false, null, null
1682449301874,user0030,user0029,Task Alaska,Design M,collaborative,75, false, 130, 100
1682449302326,user0028,user0027,Task North Carolina,Design Y,individual,33, false, null, null
1682449315406,user0027,user0028,Task Oklahoma,Design L,collaborative,100, false, 2, 50
1682449327867,user0030,user0029,Task Tennessee,Design K,collaborative,71, false, null, null
1682449327872,user0029,user0030,Task Texas,Design K,collaborative,100, false, 100, 106
1682449334501,user0028,user0027,Task Alaska,Design Y,individual,28, false, null, null
1682449360266,user0027,user0028,Task Maryland,Design Y,individual,1, false, 50, 50
1682449372481,user0029,user0030,Task New Jersey,Design L,collaborative,99, false, null, null
1682449376062,user0030,user0029,Task Oregon,Design M,collaborative,71, false, 100, 122
1682449379323,user0028,user0027,Task Tennessee,Design Y,individual,36, false, null, null
1682449409039,user0027,user0028,Task Texas,Design L,collaborative,33, false, -2, 50
1682449422721,user0029,user0030,Task Arizona,Design K,collaborative,100, false, null, null
1682449428067,user0028,user0027,Task Oregon,Design Y,individual,26, false, null, null
1682449432689,user0030,user0029,Task Maine,Design K,collaborative,83, false, 106, 114
1682449444528,user0027,user0028,Task New Jersey,Design Y,individual,13, false, 50, 50
1682449463523,user0028,user0027,Task Maine,Design Y,individual,18, false, null, null
1682449466460,user0029,user0030,Task Utah,Design Y,individual,100, false, null, null
1682449477574,user0030,user0029,Task Utah,Design L,collaborative,75, false, 5, 90
1682449485502,user0027,user0028,Task Arizona,Design Y,individual,35, false, 50, 50
1682449498076,user0029,user0030,Task New York,Design L,collaborative,100, false, null, null
1682449502193,user0030,user0029,Task Colorado,Design K,collaborative,76, false, 130, 106
1682449509747,user0027,user0028,Task Utah,Design Y,individual,1, false, null, null
1682449511283,user0028,user0027,Task Utah,Design M,collaborative,69, false, 20, 90
1682449532004,user0029,user0030,Task Wyoming,Design K,collaborative,100, false, null, null
1682449534615,user0028,user0027,Task Colorado,Design L,collaborative,42, false, null, null
1682449539506,user0027,user0028,Task New York,Design K,collaborative,95, false, 82, 105
1682449560075,user0030,user0029,Task Delaware,Design M,collaborative,65, false, 106, 130
1682449574337,user0030,user0029,Task Nebraska,Design L,collaborative,66, false, null, null
1682449577044,user0029,user0030,Task Wisconsin,Design K,collaborative,100, false, 114, 114
1682449582488,user0028,user0027,Task Delaware,Design Y,individual,62, false, null, null
1682449591853,user0027,user0028,Task Wyoming,Design Y,individual,0, false, 50, 50
1682449607775,user0029,user0030,Task Illinois,Design K,collaborative,100, false, null, null
1682449609172,user0030,user0029,Task Virginia,Design L,collaborative,70, false, 130, 72
1682449611316,user0028,user0027,Task Nebraska,Design Y,individual,37, false, null, null
1682449621911,user0027,user0028,Task Wisconsin,Design L,collaborative,100, false, -8, 50
1682449632396,user0030,user0029,Task Illinois,Design M,collaborative,70, false, null, null
1682449633109,user0029,user0030,Task Virginia,Design L,collaborative,100, false, 130, 100
1682449637152,user0028,user0027,Task Virginia,Design Y,individual,31, false, null, null
1682449650705,user0027,user0028,Task Illinois,Design K,collaborative,88, false, -16, 50
1682449666923,user0029,user0030,Task  Mississippi,Design K,collaborative,100, false, null, null
1682449667798,user0028,user0027,Task Illinois,Design K,collaborative,59, false, null, null
1682449675641,user0030,user0029,Task  Mississippi,,undefined,72, false, null, null
1682449678967,user0027,user0028,Task Virginia,Design M,collaborative,94, false, 105, 72
1682449755039,user0029,user0030,Task Michigan,Design L,collaborative,100, false, null, null
1682449760075,user0028,user0027,Task  Mississippi,Design Y,individual,68, false, null, null
1682449764887,user0030,user0029,Task Kansas,Design L,collaborative,78, false, 122, 106
1682449772169,user0027,user0028,Task  Mississippi,Design Y,individual,32, false, 14, 14
1682449783950,user0029,user0030,Task Minnesota,Design L,collaborative,100, false, null, null
1682449786323,user0028,user0027,Task Kansas,Design Y,individual,29, false, null, null
1682449798946,user0030,user0029,Task Nevada,Design K,collaborative,54, false, 130, 100
1682449808239,user0027,user0028,Task Michigan,Design Y,individual,0, false, 50, 50
1682449821640,user0029,user0030,Task Nevada,Design K,collaborative,100, false, null, null
1682449823244,user0028,user0027,Task Nevada,Design Y,individual,30, false, null, null
1682449823674,user0030,user0029,Task Minnesota,Design L,collaborative,64, false, 100, 130
1682449840685,user0027,user0028,Task Minnesota,Design Y,individual,20, false, 50, 50
1682449851353,user0029,user0030,Task Oregon,Design M,collaborative,100, false, null, null
1682449852349,user0030,user0029,Task New Jersey,Design L,collaborative,66, false, 122, 100
1682449857027,user0028,user0027,Task Minnesota,Design Y,individual,34, false, null, null
1682449872423,user0027,user0028,Task Nevada,Design Y,individual,41, false, 50, 50
1682449883802,user0029,user0030,Task Pennsylvania,Design M,collaborative,100, false, null, null
1682449886777,user0028,user0027,Task New Jersey,Design Y,individual,31, false, null, null
1682449893144,user0030,user0029,Task Washington,Design M,collaborative,70, false, 122, 122
1682449897530,user0027,user0028,Task Oregon,Design Y,individual,0, false, 50, 50
1682449910231,user0029,user0030,Task Idoha,Design M,collaborative,100, false, null, null
1682449913142,user0030,user0029,Task Idoha,Design M,collaborative,65, false, 95, 95
1682449922021,user0028,user0027,Task Washington,Design K,collaborative,65, false, null, null
1682449934369,user0027,user0028,Task Pennsylvania,Design K,collaborative,87, false, 96, 96
1682449947411,user0029,user0030,Task Nebraska,Design L,collaborative,100, false, null, null
1682449951465,user0028,user0027,Task Idoha,Design Y,individual,78, false, null, null
1682449951941,user0030,user0029,Task Wisconsin,Design K,collaborative,68, false, 114, 114
1682449966229,user0027,user0028,Task Idoha,Design M,collaborative,0, false, 15, 115
1682449978631,user0029,user0030,Task Kansas,Design L,collaborative,100, false, null, null
1682449983104,user0030,user0029,Task Michigan,Design L,collaborative,62, false, 106, 122
1682449988310,user0028,user0027,Task Wisconsin,Design Y,individual,67, false, null, null
1682449995812,user0027,user0028,Task Nebraska,Design Y,individual,22, false, 50, 50
1682450006362,user0029,user0030,Task Louisiana,Design L,collaborative,100, false, null, null
1682450009810,user0028,user0027,Task Michigan,Design Y,individual,29, false, null, null
1682450013670,user0030,user0029,Task Alabama,Design M,collaborative,74, false, 115, 114
1682450023233,user0027,user0028,Task Kansas,Design Y,individual,21, false, 50, 50
1682450038410,user0028,user0027,Task Alabama,Design Y,individual,32, false, null, null
1682450044031,user0029,user0030,Task Ohio,Design K,collaborative,100, false, null, null
1682450046766,user0030,user0029,Task Kentucky,Design M,collaborative,70, false, 114, 107
1682450053808,user0027,user0028,Task Louisiana,Design M,collaborative,100, false, -11, 50
1682450065699,user0029,user0030,Task Massachusetts,Design L,collaborative,100, false, null, null
1682450069106,user0028,user0027,Task Kentucky,Design Y,individual,38, false, null, null
1682450074662,user0030,user0029,Task Michigan,Design L,collaborative,50, false, 106, 65
1682450079831,user0027,user0028,Task Ohio,,undefined,0, false, null, null
1682450122618,user0029,user0030,Task Maine,Design K,collaborative,100, false, null, null
1682450123468,user0030,user0029,Task Arizona,Design K,collaborative,81, false, 114, 106
1682450123959,user0028,user0027,Task Michigan,Design Y,individual,32, false, null, null
1682450135946,user0027,user0028,Task Massachusetts,Design L,collaborative,100, false, 0, 50
1682450149108,user0029,user0030,Task California,Design K,collaborative,100, false, null, null
1682450150136,user0028,user0027,Task Arizona,Design Y,individual,28, false, null, null
1682450151975,user0030,user0029,Task Hawaii,Design L,collaborative,68, false, 100, 122
1682450152289,user0027,user0028,Task Maine,Design Y,individual,0, false, 50, 50
1682450163264,user0029,user0030,Task Washington,Design M,collaborative,100, false, null, null
1682450165934,user0030,user0029,Task Pennsylvania,Design M,collaborative,64, false, 122, 122
1682450175057,user0027,user0028,Task California,Design Y,individual,17, false, null, null
1682450175407,user0028,user0027,Task Hawaii,Design Y,individual,62, false, 50, 50
